# settings: ObjectDict([('device', 'cpu'), ('num_threads', 4), ('lr', 0.1), ('batch_size', 64), ('n_lstm', 8), ('n_updates', 10000000.0), ('results_dir', 'results'), ('print_stats_at', 100.0), ('plot_at', 1000.0), ('validate_at', 500.0), ('n_samples', 100000.0), ('rnd_seed', 42)])
[train] u: 0000100; loss: 0.0329351; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66416941 0.33132721 0.3897695  ... 0.55573593 0.89907383 0.90054531]; bacc: 0.5000; average_auc:0.4588
[train] u: 0059300; loss: 0.0416545; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6587238  0.32043067 0.38854839 ... 0.55906926 0.8821951  0.90972042]; bacc: 0.5000; average_auc:0.4591
[train] u: 0059400; loss: 0.0445398; baccs: [0.5       0.5       0.5       ... 0.4991775 0.5       0.5      ]; train_aucs:[0.66027196 0.32984067 0.38871    ... 0.55192641 0.93205228 0.78516403]; bacc: 0.5000; average_auc:0.4611
[train] u: 0059500; loss: 0.0472398; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66330331 0.34558654 0.38980541 ... 0.55642857 0.91551978 0.84887042]; bacc: 0.5000; average_auc:0.4607
[validation] u: 0059500; loss: 0.0484786; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87282411 0.74473889 0.48131271 ... 0.278384   0.27656534 0.46664934]; bacc: 0.5000; validation_auc:0.4530
[train] u: 0059600; loss: 0.0420665; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66573922 0.32920563 0.3884586  ... 0.56365801 0.9009781  0.90175712]; bacc: 0.5000; average_auc:0.4597
[train] u: 0059700; loss: 0.0503894; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.68019227 0.33346323 0.3939522  ... 0.55865801 0.92002077 0.84082057]; bacc: 0.5000; average_auc:0.4615
[train] u: 0059800; loss: 0.0494270; baccs: [0.4999567 0.5       0.5       ... 0.5       0.5       0.5      ]; train_aucs:[0.67386974 0.3291912  0.38858292 ... 0.55649351 0.88937938 0.90963386]; bacc: 0.5001; average_auc:0.4596
[train] u: 0059900; loss: 0.0416822; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.67091417 0.32725725 0.38859812 ... 0.55668831 0.88565741 0.91984766]; bacc: 0.5000; average_auc:0.4590
[train] u: 0060000; loss: 0.4833336; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65476139 0.32867163 0.38877907 ... 0.55512987 0.89760235 0.92590669]; bacc: 0.5000; average_auc:0.4593
[validation] u: 0060000; loss: 0.4962886; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.86554949 0.75006495 0.48057627 ... 0.29903871 0.29916862 0.48639986]; bacc: 0.5000; validation_auc:0.4521
[train] u: 0060100; loss: 0.3864892; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65987138 0.32968191 0.38888544 ... 0.554329   0.88609019 0.90279581]; bacc: 0.5000; average_auc:0.4584
[train] u: 0060200; loss: 0.2963446; baccs: [0.5        0.49917734 0.5        ... 0.5        0.5        0.5       ]; train_aucs:[0.66159276 0.32686757 0.38791573 ... 0.55569264 0.88704233 0.90149745]; bacc: 0.5000; average_auc:0.4589
[train] u: 0060300; loss: 0.2556935; baccs: [0.5        0.49982682 0.5        ... 0.5        0.5        0.5       ]; train_aucs:[0.66329248 0.32582843 0.38868652 ... 0.55538961 0.88834069 0.90348827]; bacc: 0.5000; average_auc:0.4586
[train] u: 0060400; loss: 0.2265304; baccs: [0.5       0.4997402 0.5       ... 0.5       0.5       0.5      ]; train_aucs:[0.66348735 0.32605935 0.38829008 ... 0.55538961 0.88946594 0.90314204]; bacc: 0.5000; average_auc:0.4586
[train] u: 0060500; loss: 0.2199425; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66323835 0.32660778 0.3886879  ... 0.55506494 0.89033152 0.90617156]; bacc: 0.5000; average_auc:0.4587
[validation] u: 0060500; loss: 0.2333665; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87425305 0.7414913  0.48059161 ... 0.2987789  0.30293583 0.47799723]; bacc: 0.5000; validation_auc:0.4517
[train] u: 0060600; loss: 0.1810371; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66302183 0.32705519 0.38911612 ... 0.5558658  0.89111053 0.90478664]; bacc: 0.5000; average_auc:0.4589
[train] u: 0060700; loss: 0.1629841; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66308678 0.3274593  0.38953605 ... 0.55632035 0.89197611 0.9054791 ]; bacc: 0.5000; average_auc:0.4590
[train] u: 0060800; loss: 0.1543748; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66285943 0.32771909 0.38896693 ... 0.55575758 0.89275513 0.90392106]; bacc: 0.5000; average_auc:0.4588
[train] u: 0060900; loss: 0.1519481; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.663011   0.32820979 0.38860502 ... 0.55491342 0.89388038 0.90123777]; bacc: 0.5000; average_auc:0.4587
[train] u: 0061000; loss: 0.1344198; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66274034 0.32901801 0.38889234 ... 0.55372294 0.8946594  0.90695058]; bacc: 0.5000; average_auc:0.4587
[validation] u: 0061000; loss: 0.1456497; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87217459 0.74915562 0.48181902 ... 0.3020265  0.30007794 0.4768711 ]; bacc: 0.5000; validation_auc:0.4517
[train] u: 0061100; loss: 0.1225531; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66284861 0.3291912  0.38844755 ... 0.5547619  0.89517874 0.90123777]; bacc: 0.5000; average_auc:0.4589
[train] u: 0061200; loss: 0.1032048; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66274034 0.3292345  0.38871829 ... 0.55545455 0.89604432 0.90340171]; bacc: 0.5000; average_auc:0.4589
[train] u: 0061300; loss: 0.0991733; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66292439 0.32933553 0.38828731 ... 0.55469697 0.89673678 0.90063187]; bacc: 0.5000; average_auc:0.4588
[train] u: 0061400; loss: 0.1164156; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66279447 0.32945099 0.38830527 ... 0.55497835 0.89725612 0.90106466]; bacc: 0.5000; average_auc:0.4588
[train] u: 0061500; loss: 0.1014846; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6628053  0.32949428 0.38830527 ... 0.56049784 0.8981217  0.8981217 ]; bacc: 0.5000; average_auc:0.4591
[validation] u: 0061500; loss: 0.1108307; baccs: [0.4998701 0.5       0.5       ... 0.5       0.5       0.5      ]; validation_aucs:[0.87282411 0.75149389 0.47954831 ... 0.29838919 0.29916862 0.47765073]; bacc: 0.5000; validation_auc:0.4525
[train] u: 0061600; loss: 0.0956062; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66298935 0.32950872 0.38803453 ... 0.55670996 0.89855449 0.89742924]; bacc: 0.5000; average_auc:0.4591
[train] u: 0061700; loss: 0.0984811; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66300017 0.32953758 0.38846689 ... 0.55547619 0.89881416 0.90011252]; bacc: 0.5000; average_auc:0.4590
[train] u: 0061800; loss: 0.2178522; baccs: [0.5        0.5        0.5        ... 0.5        0.5        0.49995673]; train_aucs:[0.69917071 0.35291825 0.4238721  ... 0.51712121 0.93819787 0.84410976]; bacc: 0.5002; average_auc:0.4631
[train] u: 0061900; loss: 0.1621604; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.61361077 0.42687045 0.34739541 ... 0.46504329 0.71124383 0.81762313]; bacc: 0.5000; average_auc:0.4691
[train] u: 0062000; loss: 0.1197168; baccs: [0.4999567 0.5       0.5       ... 0.5       0.5       0.5      ]; train_aucs:[0.51642344 0.46937421 0.41586169 ... 0.57768398 0.70163594 0.92054012]; bacc: 0.5000; average_auc:0.4664
[validation] u: 0062000; loss: 0.1244955; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.90127306 0.70239023 0.49426187 ... 0.21291244 0.1408158  0.55890506]; bacc: 0.5000; validation_auc:0.4666
[train] u: 0062100; loss: 0.0997367; baccs: [0.4999134 0.5       0.5       ... 0.5       0.5       0.5      ]; train_aucs:[0.45330634 0.34355155 0.42119506 ... 0.56528139 0.90444041 0.92729161]; bacc: 0.5000; average_auc:0.4654
[train] u: 0062200; loss: 0.0847646; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.5446475  0.32909017 0.39409863 ... 0.54969697 0.89249546 0.90218991]; bacc: 0.5000; average_auc:0.4610
[train] u: 0062300; loss: 0.0984812; baccs: [0.5        0.5        0.5        ... 0.5        0.49995673 0.5       ]; train_aucs:[0.60313095 0.33232306 0.38382281 ... 0.55409091 0.89639055 0.90218991]; bacc: 0.5000; average_auc:0.4607
[train] u: 0062400; loss: 0.0742042; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.62979603 0.33200554 0.38238207 ... 0.56183983 0.90746992 0.91049944]; bacc: 0.5000; average_auc:0.4613
[train] u: 0062500; loss: 0.0635713; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6945479  0.33176019 0.38316115 ... 0.56279221 0.90703713 0.91370207]; bacc: 0.5000; average_auc:0.4609
[validation] u: 0062500; loss: 0.0666682; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.83099506 0.7381138  0.46805671 ... 0.32138218 0.31839439 0.49229037]; bacc: 0.5000; validation_auc:0.4530
[train] u: 0062600; loss: 0.0584960; baccs: [0.5        0.4999567  0.5        ... 0.5        0.49995673 0.5       ]; train_aucs:[0.68066863 0.35808509 0.38988    ... 0.57636364 0.91846274 0.92227127]; bacc: 0.5000; average_auc:0.4622
[train] u: 0062700; loss: 0.0512543; baccs: [0.5        0.4999134  0.5        ... 0.5        0.49995673 0.5       ]; train_aucs:[0.6748441  0.31879979 0.38063605 ... 0.56525974 0.90928763 0.91517355]; bacc: 0.5000; average_auc:0.4613
[train] u: 0062800; loss: 0.0955026; baccs: [0.4999134  0.5        0.49991298 ... 0.49982685 0.5        0.49995673]; train_aucs:[0.61596007 0.30985163 0.37811786 ... 0.53088745 0.93239851 0.87535705]; bacc: 0.5000; average_auc:0.4669
[train] u: 0062900; loss: 0.0451377; baccs: [0.5        0.5        0.49943435 ... 0.5        0.5        0.49995673]; train_aucs:[0.66657284 0.34368145 0.40562732 ... 0.46064935 0.83467498 0.90400762]; bacc: 0.5000; average_auc:0.4636
[train] u: 0063000; loss: 0.0843164; baccs: [0.49753162 0.4966228  0.49939084 ... 0.49839827 0.49766293 0.49883148]; train_aucs:[0.61845011 0.34728957 0.40206898 ... 0.62097403 0.9038345  0.3773046 ]; bacc: 0.5002; average_auc:0.4677
[validation] u: 0063000; loss: 0.0972795; baccs: [0.49766174 0.4963627  0.49947834 ... 0.49766174 0.49740192 0.4989605 ]; validation_aucs:[0.91348402 0.6912185  0.50110467 ... 0.33034554 0.47882567 0.34476784]; bacc: 0.4999; validation_auc:0.4625
[train] u: 0063100; loss: 0.1004724; baccs: [0.5        0.5        0.5        ... 0.5        0.49995673 0.5       ]; train_aucs:[0.64839555 0.33128392 0.46182451 ... 0.69316017 0.97749502 0.89881416]; bacc: 0.5000; average_auc:0.4700
[train] u: 0063200; loss: 0.0711417; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65531353 0.31956472 0.3898206  ... 0.58517316 0.96520384 0.91699126]; bacc: 0.5000; average_auc:0.4611
[train] u: 0063300; loss: 0.0541647; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64872034 0.31894412 0.39055686 ... 0.57885281 0.97662945 0.98822817]; bacc: 0.5000; average_auc:0.4598
[train] u: 0063400; loss: 0.0781109; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65062576 0.32099353 0.38617662 ... 0.57636364 0.96632909 0.89310136]; bacc: 0.5000; average_auc:0.4586
[train] u: 0063500; loss: 0.0837746; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65007362 0.31617307 0.38970595 ... 0.57950216 0.96624253 0.86514325]; bacc: 0.5000; average_auc:0.4593
[validation] u: 0063500; loss: 0.0847048; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87607171 0.68147571 0.47221455 ... 0.40413094 0.45739153 0.51117464]; bacc: 0.5001; validation_auc:0.4527
[train] u: 0063600; loss: 0.0679489; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64980296 0.31257938 0.38857049 ... 0.57781385 0.96035662 0.85717995]; bacc: 0.5000; average_auc:0.4595
[train] u: 0063700; loss: 0.0737749; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64898017 0.31724108 0.38574219 ... 0.57560606 0.95663464 0.88617675]; bacc: 0.5000; average_auc:0.4592
[train] u: 0063800; loss: 0.0609271; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64777845 0.30839395 0.38665733 ... 0.57742424 0.94945036 0.87830001]; bacc: 0.5000; average_auc:0.4596
[train] u: 0063900; loss: 0.0570627; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64621947 0.30673421 0.38694189 ... 0.5762987  0.94477625 0.87682853]; bacc: 0.5001; average_auc:0.4596
[train] u: 0064000; loss: 0.0494680; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64369695 0.3244862  0.38604401 ... 0.57145022 0.92910932 0.89950662]; bacc: 0.5000; average_auc:0.4591
[validation] u: 0064000; loss: 0.0510547; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87737075 0.75006495 0.47351867 ... 0.39750585 0.40685892 0.50285863]; bacc: 0.5000; validation_auc:0.4526
[train] u: 0064100; loss: 0.0500002; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64221375 0.32607378 0.38710903 ... 0.57205628 0.92703194 0.90755648]; bacc: 0.5000; average_auc:0.4592
[train] u: 0064200; loss: 0.0479222; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.62784731 0.33411269 0.38540721 ... 0.57170996 0.9254739  0.88868692]; bacc: 0.5000; average_auc:0.4593
[train] u: 0064300; loss: 0.0483863; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.62626667 0.32946542 0.38525112 ... 0.57290043 0.92019389 0.90495975]; bacc: 0.5001; average_auc:0.4592
[train] u: 0064400; loss: 0.0424039; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.63533908 0.33170246 0.38635896 ... 0.57692641 0.92114602 0.86592227]; bacc: 0.5000; average_auc:0.4597
[train] u: 0064500; loss: 0.0465686; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64324225 0.33021591 0.38353549 ... 0.57158009 0.9175106  0.86592227]; bacc: 0.5000; average_auc:0.4599
[validation] u: 0064500; loss: 0.0487250; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.90633931 0.72902052 0.47868913 ... 0.40205248 0.402702   0.50641026]; bacc: 0.5000; validation_auc:0.4526
[train] u: 0064600; loss: 0.0425307; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64443314 0.33023034 0.38371369 ... 0.5704329  0.92478144 0.89214923]; bacc: 0.5001; average_auc:0.4595
[train] u: 0064700; loss: 0.0428364; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.62198489 0.32655005 0.38474417 ... 0.57080087 0.92694538 0.86315243]; bacc: 0.5001; average_auc:0.4604
[train] u: 0064800; loss: 0.0416782; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6462736  0.32566967 0.38883018 ... 0.57017316 0.92789752 0.8474855 ]; bacc: 0.5000; average_auc:0.4610
[train] u: 0064900; loss: 0.0415486; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64311233 0.32689643 0.38432148 ... 0.56800866 0.92313685 0.85743963]; bacc: 0.5001; average_auc:0.4598
[train] u: 0065000; loss: 0.0436823; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65060411 0.32636243 0.38513923 ... 0.5691342  0.9226175  0.90141089]; bacc: 0.5000; average_auc:0.4598
[validation] u: 0065000; loss: 0.0468917; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.89711613 0.7182385  0.47427046 ... 0.4025721  0.41062614 0.50303188]; bacc: 0.5000; validation_auc:0.4522
[train] u: 0065100; loss: 0.0441399; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64276589 0.33086537 0.38432286 ... 0.56833333 0.92867653 0.89085086]; bacc: 0.5000; average_auc:0.4594
[train] u: 0065200; loss: 0.0430203; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65156764 0.32792114 0.39095607 ... 0.57751082 0.92175193 0.83744482]; bacc: 0.5000; average_auc:0.4599
[train] u: 0065300; loss: 0.0458696; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64352373 0.32776238 0.39075439 ... 0.57701299 0.92564702 0.83718515]; bacc: 0.5000; average_auc:0.4600
[train] u: 0065400; loss: 0.0438954; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65250953 0.33070662 0.38710903 ... 0.57285714 0.92530079 0.79650307]; bacc: 0.5000; average_auc:0.4605
[train] u: 0065500; loss: 0.0469233; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64863373 0.32686757 0.38625121 ... 0.56878788 0.93386999 0.86947113]; bacc: 0.5000; average_auc:0.4594
[validation] u: 0065500; loss: 0.0497073; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.90555989 0.74006235 0.47795268 ... 0.40374123 0.40880748 0.50519751]; bacc: 0.5000; validation_auc:0.4525
[train] u: 0065600; loss: 0.0489617; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.61782219 0.32780568 0.38511989 ... 0.57493506 0.93542803 0.83346317]; bacc: 0.5000; average_auc:0.4600
[train] u: 0065700; loss: 0.0467014; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64941322 0.32796444 0.39042287 ... 0.57487013 0.9305808  0.84229205]; bacc: 0.5000; average_auc:0.4607
[train] u: 0065800; loss: 0.0463507; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64209466 0.32855617 0.38830803 ... 0.56950216 0.92573358 0.84047434]; bacc: 0.5000; average_auc:0.4597
[train] u: 0065900; loss: 0.0469879; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65293175 0.32813763 0.38681895 ... 0.56603896 0.92339652 0.88920627]; bacc: 0.5000; average_auc:0.4590
[train] u: 0066000; loss: 0.0421845; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64698813 0.32994169 0.38993388 ... 0.574329   0.93603393 0.88409937]; bacc: 0.5000; average_auc:0.4596
[validation] u: 0066000; loss: 0.0430758; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.89360873 0.74863601 0.47624965 ... 0.40465056 0.40815796 0.50589051]; bacc: 0.5000; validation_auc:0.4531
[train] u: 0066100; loss: 0.0494196; baccs: [0.5       0.5       0.5       ... 0.4999567 0.5       0.5      ]; train_aucs:[0.64746449 0.32790671 0.38901666 ... 0.57807359 0.92097291 0.85172682]; bacc: 0.5001; average_auc:0.4601
[train] u: 0066200; loss: 0.0451485; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.64830894 0.33203441 0.39805756 ... 0.5675974  0.92339652 0.85276552]; bacc: 0.5001; average_auc:0.4603
[train] u: 0066300; loss: 0.0444333; baccs: [0.4999567  0.4999134  0.49991298 ... 0.5        0.49995673 0.49995673]; train_aucs:[0.65943833 0.33366528 0.39122129 ... 0.57103896 0.90409417 0.99471999]; bacc: 0.5000; average_auc:0.4604
[train] u: 0066400; loss: 0.0344881; baccs: [0.4999567  0.4999567  0.49973893 ... 0.49978355 0.49995673 0.49965376]; train_aucs:[0.64448727 0.3246161  0.38445685 ... 0.5724026  0.89396693 0.99463343]; bacc: 0.4999; average_auc:0.4577
[train] u: 0066500; loss: 0.0280371; baccs: [0.4999567  0.4999567  0.5        ... 0.4996104  0.5        0.49952394]; train_aucs:[0.63538238 0.3286572  0.37927267 ... 0.57155844 0.89768891 0.99316195]; bacc: 0.4998; average_auc:0.4570
[validation] u: 0066500; loss: 0.0303202; baccs: [0.4998701  0.5        0.49986959 ... 0.4994804  0.5        0.49922037]; validation_aucs:[0.89529748 0.70875552 0.43850686 ... 0.43582749 0.44401143 0.50753638]; bacc: 0.4996; validation_auc:0.4504
[train] u: 0066600; loss: 0.0284145; baccs: [0.4999134  0.4999567  0.5        ... 0.5        0.5        0.49991345]; train_aucs:[0.64922917 0.37302275 0.3934784  ... 0.56742424 0.89794858 0.99844196]; bacc: 0.5000; average_auc:0.4581
[train] u: 0066700; loss: 0.0253324; baccs: [0.49969685 0.5        0.49978244 ... 0.49969697 0.5        0.49969706]; train_aucs:[0.64195392 0.32340376 0.39744976 ... 0.57454545 0.88712888 0.98441963]; bacc: 0.5000; average_auc:0.4558
[train] u: 0066800; loss: 0.0229819; baccs: [0.49935043 0.49982682 0.49982595 ... 0.4999567  0.49982688 0.49974033]; train_aucs:[0.63936645 0.32084921 0.38300506 ... 0.56679654 0.89206267 0.9942872 ]; bacc: 0.5001; average_auc:0.4556
[train] u: 0066900; loss: 0.0294447; baccs: [0.5        0.5        0.5        ... 0.5        0.5        0.49995673]; train_aucs:[0.64119609 0.32144094 0.38332    ... 0.5634632  0.89855449 0.99316195]; bacc: 0.5000; average_auc:0.4559
[train] u: 0067000; loss: 0.0314291; baccs: [0.4997835  0.49982682 0.49982595 ... 0.49982685 0.49982688 0.49982688]; train_aucs:[0.64660922 0.32060386 0.38179362 ... 0.57469697 0.89154332 0.99402753]; bacc: 0.5002; average_auc:0.4571
[validation] u: 0067000; loss: 0.0315288; baccs: [0.5       0.5       0.5       ... 0.4998701 0.5       0.4996102]; validation_aucs:[0.85710574 0.68654196 0.44246525 ... 0.43855547 0.43530787 0.54365904]; bacc: 0.5000; validation_auc:0.4502
[train] u: 0067100; loss: 0.1335301; baccs: [0.4999567  0.5        0.5        ... 0.5        0.5        0.49948066]; train_aucs:[0.66760133 0.34997402 0.39500617 ... 0.57839827 0.92192504 0.90115122]; bacc: 0.4999; average_auc:0.4643
[train] u: 0067200; loss: 0.1191919; baccs: [0.4999567  0.4999567  0.4999565  ... 0.5        0.49995673 0.49995673]; train_aucs:[0.67627317 0.34708752 0.3998906  ... 0.61222944 0.93213884 0.92166537]; bacc: 0.5000; average_auc:0.4648
[train] u: 0067300; loss: 0.1097650; baccs: [0.4998701  0.49987012 0.49978244 ... 0.49952382 0.49995673 0.49995673]; train_aucs:[0.66482981 0.33734557 0.38398857 ... 0.57244589 0.93482212 0.87916558]; bacc: 0.4999; average_auc:0.4597
[train] u: 0067400; loss: 0.0967898; baccs: [0.49974018 0.5        0.4999565  ... 0.4990909  0.49995673 0.49995673]; train_aucs:[0.66275117 0.34606281 0.3892653  ... 0.61004329 0.91967454 0.90738336]; bacc: 0.5000; average_auc:0.4627
[train] u: 0067500; loss: 0.0887367; baccs: [0.4998268  0.4999567  0.4996519  ... 0.49965367 0.49995673 0.49965376]; train_aucs:[0.67328512 0.33730227 0.39178902 ... 0.55893939 0.94330477 0.95369168]; bacc: 0.5000; average_auc:0.4622
[validation] u: 0067500; loss: 0.0929065; baccs: [0.4998701  0.5        0.49973917 ... 0.4998701  0.5        0.49948025]; validation_aucs:[0.87438296 0.73187841 0.47402498 ... 0.41387373 0.29267342 0.4737526 ]; bacc: 0.4999; validation_auc:0.4557
[train] u: 0067600; loss: 0.0725765; baccs: [0.4999134  0.4999567  0.5        ... 0.4999567  0.5        0.49995673]; train_aucs:[0.67498484 0.34252684 0.39622313 ... 0.58209957 0.94287198 0.87189475]; bacc: 0.5000; average_auc:0.4626
[train] u: 0067700; loss: 0.0690597; baccs: [0.4997835  0.4999134  0.4995649  ... 0.4995671  0.49952394 0.4995672 ]; train_aucs:[0.66858652 0.32227803 0.39456552 ... 0.5825974  0.93681295 0.88868692]; bacc: 0.4998; average_auc:0.4620
[train] u: 0067800; loss: 0.0658428; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66751472 0.32276873 0.38989105 ... 0.55660173 0.920367   0.90712369]; bacc: 0.5000; average_auc:0.4595
[train] u: 0067900; loss: 0.0713949; baccs: [0.5        0.4999134  0.5        ... 0.4999567  0.49952394 0.5       ]; train_aucs:[0.66689763 0.36690336 0.39139672 ... 0.55056277 0.92062668 0.91231715]; bacc: 0.5000; average_auc:0.4594
[train] u: 0068000; loss: 0.0653712; baccs: [0.4998701  0.4999134  0.49952137 ... 0.49991342 0.49995673 0.49943736]; train_aucs:[0.66660532 0.34919467 0.38711455 ... 0.58017316 0.92079979 0.90210335]; bacc: 0.4999; average_auc:0.4594
[validation] u: 0068000; loss: 0.0690378; baccs: [0.4998701  0.4998701  0.49921754 ... 0.4998701  0.4998701  0.49922037]; validation_aucs:[0.89153027 0.71395168 0.47878118 ... 0.50454664 0.50116913 0.48735274]; bacc: 0.4997; validation_auc:0.4556
[train] u: 0068100; loss: 0.0608722; baccs: [0.4999567  0.49987012 0.4999565  ... 0.49969697 0.5        0.49961048]; train_aucs:[0.6670925  0.34874726 0.39534598 ... 0.63928571 0.94598806 0.87215442]; bacc: 0.4999; average_auc:0.4639
[train] u: 0068200; loss: 0.0499760; baccs: [0.4998701  0.49982682 0.49969542 ... 0.49974027 0.4997836  0.4997836 ]; train_aucs:[0.66674606 0.34170419 0.38661865 ... 0.60974026 0.93542803 0.93369688]; bacc: 0.4999; average_auc:0.4603
[train] u: 0068300; loss: 0.0613254; baccs: [0.4997835  0.49987012 0.49982595 ... 0.49982685 0.49987015 0.49982688]; train_aucs:[0.66682184 0.33232306 0.38842269 ... 0.58313853 0.9220116  0.90478664]; bacc: 0.5000; average_auc:0.4604
[train] u: 0068400; loss: 0.0702271; baccs: [0.49939373 0.49952373 0.49947786 ... 0.4996104  0.4995672  0.49974033]; train_aucs:[0.66660532 0.33773525 0.40134377 ... 0.58075758 0.9510084  0.91993422]; bacc: 0.4999; average_auc:0.4599
[train] u: 0068500; loss: 0.0525553; baccs: [0.4999134  0.4996536  0.49991298 ... 0.49991342 0.5        0.49991345]; train_aucs:[0.66597739 0.34948332 0.39261506 ... 0.58978355 0.93992902 0.90374794]; bacc: 0.5000; average_auc:0.4609
